1,1,5,"2009-08-07 11:55:00","2009-08-07 11:55:00","opening","","",0.0000,"N",\N,\N
2,2,5,"2009-08-07 11:55:00","2009-08-07 11:55:00","followups17","","",0.0000,"N",\N,\N
3,2,5,"2009-08-07 11:55:00","2009-08-07 11:55:00","followups18","","",0.0000,"N",\N,\N
4,2,5,"2009-08-07 11:55:00","2009-08-07 11:55:00","followups24","","",0.0000,"N",\N,\N
5,2,5,"2009-08-07 11:56:00","2009-08-07 11:56:00","followups21","","",0.0000,"N",\N,\N
6,3,5,"2009-08-07 11:56:00","2009-08-07 11:56:00","opening","","",0.0000,"N",\N,\N
7,4,5,"2009-08-07 11:56:00","2009-08-07 11:56:00","followups17","","",0.0000,"N",\N,\N
8,4,5,"2009-08-07 11:56:00","2009-08-07 11:56:00","followups18","","",0.0000,"N",\N,\N
9,4,5,"2009-08-07 11:56:00","2009-08-07 11:56:00","followups24","","",0.0000,"N",\N,\N
10,5,5,"2009-08-07 11:58:00","2009-08-07 11:58:00","opening","","",0.0000,"N",\N,\N
11,6,5,"2009-08-07 11:59:00","2009-08-07 11:59:00","followups17","","",0.0000,"N",\N,\N
12,6,5,"2009-08-07 11:59:00","2009-08-07 11:59:00","followups18","","",0.0000,"N",\N,\N
13,6,5,"2009-08-07 11:59:00","2009-08-07 11:59:00","followups24","","",0.0000,"N",\N,\N
14,7,5,"2009-08-07 12:59:00","2009-08-07 12:59:00","opening","","",0.0000,"N",\N,\N
15,8,5,"2009-08-07 12:59:00","2009-08-07 12:59:00","followups17","","",0.0000,"N",\N,\N
16,8,5,"2009-08-07 12:59:00","2009-08-07 12:59:00","followups18","","",0.0000,"N",\N,\N
17,8,5,"2009-08-07 12:59:00","2009-08-07 12:59:00","followups24","","",0.0000,"N",\N,\N
18,8,5,"2009-08-07 12:59:00","2009-08-07 12:59:00","followups24","","",0.0000,"N",\N,\N
19,2,5,"2009-08-07 13:11:00","2009-08-07 13:11:00","followups22","","",0.0000,"N",\N,\N
20,9,5,"2009-08-07 13:37:00","2009-08-07 13:37:00","opening","","",0.0000,"N",\N,\N
21,10,5,"2009-08-07 13:37:00","2009-08-07 13:37:00","followups17","","",0.0000,"N",\N,\N
22,10,5,"2009-08-07 13:37:00","2009-08-07 13:37:00","followups18","","",0.0000,"N",\N,\N
23,10,5,"2009-08-07 13:37:00","2009-08-07 13:37:00","followups24","","",0.0000,"N",\N,\N
24,11,5,"2009-08-07 13:50:00","2009-08-07 13:50:00","opening","","",0.0000,"N",\N,\N
25,12,5,"2009-08-07 13:50:00","2009-08-07 13:50:00","followups17","","",0.0000,"N",\N,\N
26,12,5,"2009-08-07 13:50:00","2009-08-07 13:50:00","followups18","","",0.0000,"N",\N,\N
27,12,5,"2009-08-07 13:51:00","2009-08-07 13:51:00","followups24","","",0.0000,"N",\N,\N
28,13,5,"2009-08-07 13:51:00","2009-08-07 13:51:00","opening","","",0.0000,"N",\N,\N
29,14,5,"2009-08-07 14:08:00","2009-08-07 14:08:00","followups17","","",0.0000,"N",\N,\N
30,14,5,"2009-08-07 14:08:00","2009-08-07 14:08:00","followups20","","",0.0000,"N",\N,\N
31,14,5,"2009-08-07 14:08:00","2009-08-07 14:08:00","followups20","","",0.0000,"N",\N,\N
32,14,5,"2009-08-07 14:09:00","2009-08-07 14:09:00","followups21","","",0.0000,"N",\N,\N
33,14,5,"2009-08-07 14:09:00","2009-08-07 14:09:00","followups21","","",0.0000,"N",\N,\N
34,15,5,"2009-08-07 14:10:00","2009-08-07 14:10:00","followups17","test","",0.0000,"N",\N,\N
35,15,5,"2009-08-07 14:10:00","2009-08-07 14:10:00","followups18","","",0.0000,"N",\N,\N
36,15,5,"2009-08-07 14:10:00","2009-08-07 14:10:00","followups24","","",0.0000,"N",\N,\N
37,14,5,"2009-08-07 14:10:00","2009-08-07 14:10:00","followups22","Moving into ASSIST housing automatically terminates Pannel support.","",0.0000,"N",\N,\N
38,16,5,"2009-08-07 14:22:00","2009-08-07 14:22:00","opening","","",0.0000,"N",\N,\N
39,17,5,"2009-08-07 14:22:00","2009-08-07 14:22:00","followups17","","",0.0000,"N",\N,\N
40,17,5,"2009-08-07 14:22:00","2009-08-07 14:22:00","followups20","","",0.0000,"N",\N,\N
41,17,5,"2009-08-07 14:23:00","2009-08-07 14:23:00","followups39","","",0.0000,"N",\N,\N
42,17,5,"2009-08-07 14:23:00","2009-08-07 14:23:00","followups21","","",0.0000,"N",\N,\N
43,17,5,"2009-08-07 14:23:00","2009-08-07 14:23:00","followups21","","",0.0000,"N",\N,\N
44,15,5,"2009-08-07 14:23:00","2009-08-07 14:23:00","followups22","","",0.0000,"N",\N,\N
45,10,5,"2009-08-07 14:23:00","2009-08-07 14:23:00","followups22","","",0.0000,"N",\N,\N
46,8,5,"2009-08-07 14:23:00","2009-08-07 14:23:00","followups22","","",0.0000,"N",\N,\N
47,6,5,"2009-08-07 14:23:00","2009-08-07 14:23:00","followups22","","",0.0000,"N",\N,\N
48,4,5,"2009-08-07 14:23:00","2009-08-07 14:23:00","followups22","","",0.0000,"N",\N,\N
49,1,5,"2009-08-08 21:02:00","2009-08-08 21:02:00","scores_update","","",0.0000,"N",\N,\N
50,1,5,"2009-08-08 21:02:00","2009-08-08 21:02:00","scores_update","","",0.0000,"N",\N,\N
51,1,5,"2009-08-09 21:03:00","2009-08-09 21:03:00","scores_update","","",0.0000,"N",\N,\N
52,1,5,"2009-08-09 21:03:00","2009-08-09 21:03:00","scores_update","","",0.0000,"N",\N,\N
53,1,5,"2009-08-10 21:04:00","2009-08-10 21:04:00","scores_update","","",0.0000,"N",\N,\N
54,1,5,"2009-08-10 21:04:00","2009-08-10 21:04:00","scores_update","","",0.0000,"N",\N,\N
55,1,5,"2009-08-12 21:05:00","2009-08-12 21:05:00","scores_update","","",0.0000,"N",\N,\N
56,1,5,"2009-08-12 21:05:00","2009-08-12 21:05:00","scores_update","","",0.0000,"N",\N,\N
57,1,5,"2009-08-12 21:05:00","2009-08-12 21:05:00","scores_update","","",0.0000,"N",\N,\N
58,1,5,"2009-08-12 21:05:00","2009-08-12 21:05:00","scores_update","","",0.0000,"N",\N,\N
59,1,5,"2009-08-13 21:08:00","2009-08-13 21:08:00","scores_update","Array","",0.0000,"N",\N,\N
60,1,5,"2009-08-13 21:08:00","2009-08-13 21:08:00","scores_update","Array","",0.0000,"N",\N,\N
61,1,5,"2009-08-15 21:08:00","2009-08-15 21:08:00","scores_update","","",0.0000,"N",\N,\N
62,1,5,"2009-08-15 21:08:00","2009-08-15 21:08:00","scores_update","","",0.0000,"N",\N,\N
63,1,5,"2009-08-16 21:11:00","2009-08-16 21:11:00","scores_update","","",0.0000,"N",\N,\N
64,1,5,"2009-08-16 21:11:00","2009-08-16 21:11:00","scores_update","","",0.0000,"N",\N,\N
65,1,5,"2009-08-16 21:11:00","2009-08-16 21:11:00","scores_update","","",0.0000,"N",\N,\N
66,1,5,"2009-08-16 21:11:00","2009-08-16 21:11:00","scores_update","","",0.0000,"N",\N,\N
67,18,5,"2009-08-07 21:29:00","2009-08-07 21:29:00","followups17","","",0.0000,"N",\N,\N
68,18,5,"2009-08-07 21:29:00","2009-08-07 21:29:00","followups17","","",0.0000,"N",\N,\N
69,18,5,"2009-08-07 21:29:00","2009-08-07 21:29:00","followups20","","",0.0000,"N",\N,\N
70,18,5,"2009-08-07 21:29:00","2009-08-07 21:29:00","followups20","","",0.0000,"N",\N,\N
71,18,5,"2009-08-07 21:44:00","2009-08-07 21:44:00","followups39","","",0.0000,"N",\N,\N
72,18,5,"2009-08-07 21:44:00","2009-08-07 21:44:00","followups39","","",0.0000,"N",\N,\N
73,18,5,"2009-08-07 21:50:00","2009-08-07 21:50:00","followups21","","",0.0000,"N",\N,\N
74,18,5,"2009-08-07 21:50:00","2009-08-07 21:50:00","followups21","","",0.0000,"N",\N,\N
75,18,5,"2009-08-17 21:50:00","2009-08-17 21:50:00","followups39","","",0.0000,"N",\N,\N
76,18,5,"2009-08-17 21:50:00","2009-08-17 21:50:00","followups39","","",0.0000,"N",\N,\N
77,1,5,"2009-08-18 21:55:00","2009-08-18 21:55:00","followups36","gesa","",0.0000,"N",\N,\N
78,1,5,"2009-08-18 21:55:00","2009-08-18 21:55:00","followups36","gesa","",0.0000,"N",\N,\N
79,1,5,"2009-08-07 22:02:00","2009-08-07 22:02:00","followups36","test","",0.0000,"N",\N,\N
80,1,5,"2009-08-07 22:02:00","2009-08-07 22:02:00","followups36","test","",0.0000,"N",\N,\N
81,5,5,"2009-08-07 22:06:00","2009-08-07 22:06:00","followups36","test","",0.0000,"N",\N,\N
82,5,5,"2009-08-07 22:06:00","2009-08-07 22:06:00","followups36","test","",0.0000,"N",\N,\N
83,5,5,"2009-08-07 22:06:00","2009-08-07 22:06:00","followups36","test","",0.0000,"N",\N,\N
84,5,5,"2009-08-07 22:06:00","2009-08-07 22:06:00","followups36","test","",0.0000,"N",\N,\N
85,5,5,"2009-08-07 22:06:00","2009-08-07 22:06:00","followups36","test","",0.0000,"N",\N,\N
86,5,5,"2009-08-07 22:06:00","2009-08-07 22:06:00","followups36","test","",0.0000,"N",\N,\N
87,5,5,"2009-08-07 22:06:00","2009-08-07 22:06:00","followups36","test","",0.0000,"N",\N,\N
88,5,5,"2009-08-07 22:08:00","2009-08-07 22:08:00","followups36","","",0.0000,"N",\N,\N
89,5,5,"2009-08-07 22:08:00","2009-08-07 22:08:00","followups36","","",0.0000,"N",\N,\N
90,5,5,"2009-08-07 22:10:00","2009-08-07 22:10:00","followups36","ZANG","",0.0000,"N",\N,\N
91,5,5,"2009-08-07 22:10:00","2009-08-07 22:10:00","followups36","ZANG","",0.0000,"N",\N,\N
92,5,5,"2009-08-07 22:19:00","2009-08-07 22:19:00","followups36","test","",0.0000,"N",\N,\N
93,5,5,"2009-08-07 22:20:00","2009-08-07 22:20:00","followups36","test","",0.0000,"N",\N,\N
94,5,5,"2009-08-07 22:21:00","2009-08-07 22:21:00","scores_update","","",0.0000,"N",\N,\N
